Body name,Body,"Request ref","Request summary","Receipt date","Complete date","Derived working days","Outcome","Service area"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102667","Remuneration for CE for returning officer duties and time off allowed",28/07/2010 00:00:00,19/08/2010 00:00:00,16,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102669","contact details of key people within your organisation that deal with the following areas:-  Heads of Service or/and Managers responsible for Energy Heads of Service or/and Managers responsible for Innovation Heads of Service or/and Managers responsible for Human Resources Training Heads of Service or/and Managers responsible for Learning and Skills Heads of Service or/and Managers responsible for Education Policy/Strategy Directors and Cabinet Members with responsibility for Lifelong Learning from Local Authorities  Adult Education / Lifelong Learning Centre and Service Managers  Heads of Service or/and Managers responsible for Communications (Press)",29/07/2010 00:00:00,13/08/2010 00:00:00,11,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102683","information in respect of properties where the 2010 rateable value is �50,000 and above and are currently unoccupied and empty property rates have been charged.",29/07/2010 00:00:00,12/08/2010 00:00:00,10,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102672","Information on your corporate group buildings window cleaning contract, or contracts.",29/07/2010 00:00:00,06/08/2010 00:00:00,6,"Information Provided","Property & Building Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102673","In the 2009/10 financial year how many unborn children were the subject of a child protection conference or placed on a child protection register? In the 2009/10 financial year how many babies were made the subject of any type of care order where the Local Authority had full or shared parental responsibility for the baby, within its first eight weeks of life.",29/07/2010 00:00:00,04/08/2010 00:00:00,4,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102682","Information on FoI requests received",30/07/2010 00:00:00,13/08/2010 00:00:00,10,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102676","1. How many reports of "inappropriate behaviour" have you received in relation to Catholic clergy in 2010, 2009, 2008, 2007, 2006 and 2005? 2. How many investigations have you conducted over "inappropriate behaviour" from Catholic clergy in 2010, 2009, 2008, 2007, 2006 and 2005? 3. How many times have the Catholic Church sought your consultation when they are internally investigating any reports of "inappropriate behaviour" in 2010, 2009, 2008, 2007, 2006 and 2005? 4. How many reports of sexual abuse have you investigated in relation to clergy in the Catholic Church in 2010, 2009, 2008, 2007, 2006 and 2005?",30/07/2010 00:00:00,18/08/2010 00:00:00,13,"Information not held","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102678","1) How many households in your borough receive more than �400 per week in housing benefit? 2) Between 29/07/09 and 29/07/10 how many local authority owned properties in your borough were left empty for a period of more than 3 months because the tenant was in prison? 3) Between 29/07/09 and 29/07/10 how many requests did you receive from women asking for 'secure housing' or 'a safe house' and citing domestic abuse as the reason for their request, and of that total how many did you put in secure housing, as opposed to a refuge?",30/07/2010 00:00:00,19/08/2010 00:00:00,14,"Information Provided","Housing (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102679","questions in relation to the London Permit Scheme which started on January 11th 2010",30/07/2010 00:00:00,20/08/2010 00:00:00,15,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102674","Information re SACRE",30/07/2010 00:00:00,27/08/2010 00:00:00,20,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102675","The number of complaints and prosecutions about private landlords you have received from tenants in the each of the past five years - from 2005 to 2010  and the number that resulted in a successful prosecution",30/07/2010 00:00:00,26/08/2010 00:00:00,19,"Information Provided","Housing (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102680","information on the council's annual spend on gang / youth crime intervention programmes since 2008 (inclusive).",30/07/2010 00:00:00,26/08/2010 00:00:00,19,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102684","Information regarding current eligibility threshold under the Fair Access to Care Services guidance",02/08/2010 00:00:00,24/08/2010 00:00:00,16,"Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102688","Information you may hold for anyone who has died intestate with no known next of kin since 1st February 2010 to date,",02/08/2010 00:00:00,19/08/2010 00:00:00,13,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102689","information about the council's Political Advisors, European Officers, Diversity Officers and Climate Change Officers.",02/08/2010 00:00:00,11/10/2010 00:00:00,49,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102687","Information re ICT services",02/08/2010 00:00:00,02/09/2010 00:00:00,22,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102690","information on the number of properties rented by the council, broken down by the type of property, i.e detached, terrances, high raise block",02/08/2010 00:00:00,02/09/2010 00:00:00,22,"Information Provided","Redbridge Homes (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102686","Information regarding adults with care and support needs that council placed in another local authority area",02/08/2010 00:00:00,01/09/2010 00:00:00,21,"Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102685","A list or all properties with a Rateable Value in excess of�l5,000 currently vacant i.e. where the property is vacant by reference to an empty rate exemption in place or it being noted as empty on the rate account",02/08/2010 00:00:00,12/08/2010 00:00:00,8,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102691","How many Staff are employed by the Council? (Full-time & Part-time please rather than FTE's and to include Teaching Staff).",04/08/2010 00:00:00,12/08/2010 00:00:00,6,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102692","name, job title, email address and telephone number of the senior employees in the following positions",04/08/2010 00:00:00,11/08/2010 00:00:00,5,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102693","information or documentation which details the household incomes of individuals and or couples and or families and or any one else living in council housing and or any other kinds of social/public housing",04/08/2010 00:00:00,02/09/2010 00:00:00,20,"Information not held","Redbridge Homes (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102694","Please provide details of all payments made to The Institute of Revenues, Rating  and Valuation   in respect of: 1)    Membership since 1.January 2005 2)    Purchase of any edition of any of the following publications of  the said Institute:  a)     "Council Tax Law and Practice" b)    "Council Tax: Your Guide" c)     "Annotated Council Tax Legislation"",04/08/2010 00:00:00,13/08/2010 00:00:00,7,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102697","main contacts in your organisation for any health or social care departments",04/08/2010 00:00:00,25/08/2010 00:00:00,15,"Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102698","Information on street cleansing and fixed penalties for littering",05/08/2010 00:00:00,18/08/2010 00:00:00,9,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102696","Information re workings of Registrer Office in Redbridge.",05/08/2010 00:00:00,17/08/2010 00:00:00,8,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102695","Please could you send me copies of the election spending returns submitted by every candidate in the local elections on 6 May 2010. I would be grateful if you could provide the information in an electronic format if possible.",05/08/2010 00:00:00,06/08/2010 00:00:00,1,"Information available for inspection","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102701","Information re recording domestic violence",06/08/2010 00:00:00,01/10/2010 00:00:00,39,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102705","FOI regarding Speech and Language services in LBR. Not for Borough but for NHS. Requestor advised and request forwarded to NHS.",06/08/2010 00:00:00,10/08/2010 00:00:00,2,"Information not held","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102699","please supply list of and copies of internal documents proposing      savings opportunities to meet new government's cuts, front-line      facing or back-office as proposals, project initiation documents,      option papers, business plans, business cases, board/committee      papers. if these are unfinished, still give copies.",06/08/2010 00:00:00,09/09/2010 00:00:00,23,"Refused","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102700","Information regarding your Pensions Administration;",06/08/2010 00:00:00,07/09/2010 00:00:00,21,"Partial Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102702","Information re RTAs in Overton Drive, Wanstead.",06/08/2010 00:00:00,18/08/2010 00:00:00,8,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102703","Any papers relating to assessment of the government's plans for changes to housing benefit (including impact on homelessness, applications for council waiting lists, council tax arrears, rent arrears, overcrowding, and other impacts).",09/08/2010 00:00:00,09/08/2010 00:00:00,0,"Information not held","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102706","Information regarding CIPFA and access to their  "TISonline "  services for the financial year  2010-2011 and the previous 5 financial years.",09/08/2010 00:00:00,03/09/2010 00:00:00,18,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102704","Information on Head Teachers pay",09/08/2010 00:00:00,24/09/2010 00:00:00,33,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102708","1.	What is the cost of refurbishing the shop now housing the Seven Kings Library 2.	What was the cost of supplying the equipment used inside the new Library",10/08/2010 00:00:00,25/08/2010 00:00:00,11,"Information Provided","Culture, Sport & Community Learning (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102707","confirmation of tenancy of property in High road Ilford - business rates paid",10/08/2010 00:00:00,11/08/2010 00:00:00,1,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102709","I am writing to find out how many schools in your area serve Halal prepared Meat.   This would be cases of institutions where all meat is Halal (meaning children eating meat do not have a choice.)",10/08/2010 00:00:00,12/08/2010 00:00:00,2,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102710","I would like to know how the council is using grant received and what action will be taken to promote fishing in the borough",10/08/2010 00:00:00,10/08/2010 00:00:00,0,"Information not held","Culture, Sport & Community Learning (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102713","Information re gates and railings at property in Parkway, Ilford.",11/08/2010 00:00:00,07/10/2010 00:00:00,40,"Partial Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102711","please can you provide a record of all accidents recorded on Fencepiece Road along the section between Fulwell Cross roundabout and the junction with New North Road (or as close to) over the last 10 years up to and including the overturned car on the night of 10th August 2010.",11/08/2010 00:00:00,18/08/2010 00:00:00,5,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102720","Request for i details of qualifications held by  a member of LDP staff.",11/08/2010 00:00:00,13/09/2010 00:00:00,22,"Partial Information Provided","Learning Disability Partnership (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102712","Information on parking fines",11/08/2010 00:00:00,23/08/2010 00:00:00,8,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102715","would you email me the register of cooling towers in the redbridge borough",12/08/2010 00:00:00,20/08/2010 00:00:00,6,"Information not held","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102718","Can you send me the number and type of wheelchair accessible vehicles owned and leased by the council.",12/08/2010 00:00:00,13/08/2010 00:00:00,1,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102716","Information on pcns and cctv cameras",12/08/2010 00:00:00,18/08/2010 00:00:00,4,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102717","Information regarding Schools cleaning and catering contracts.",12/08/2010 00:00:00,18/08/2010 00:00:00,4,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102714","Can I please ask for information to be provided on PCN's which have been issued for failing to display a blue badge correctly when parked in any bay/residents bay etc. Also out of issued PCN's how many of these have subsequently been cancelled after an appeal by the owner.         Date from: : 01/04/2009         Date to: : 31/07/2010",12/08/2010 00:00:00,09/09/2010 00:00:00,19,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102719","Information regarding dealings with the residential children's home company known as Channels & Choices.",13/08/2010 00:00:00,18/08/2010 00:00:00,3,"Information not held","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102723","Information given to staff on verbal and written language and training in equalities and diversity.",17/08/2010 00:00:00,17/09/2010 00:00:00,22,"Partial Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102725","Information regarding voluntary and community organisations affected by public spending cuts.",17/08/2010 00:00:00,20/08/2010 00:00:00,3,"Refused","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102721","I would like to see the JD and PS for the Planning Obligations Officer (also called S106 Monitoring Officer).",17/08/2010 00:00:00,07/09/2010 00:00:00,14,"Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102726","Information regarding Diversity Festival in Loxford Park",18/08/2010 00:00:00,09/09/2010 00:00:00,15,"Information Provided","Culture, Sport & Community Learning (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102730","please can you tell me whether your council has undergone a "rebranding" exercise since 1st January, 2007?",18/08/2010 00:00:00,20/08/2010 00:00:00,2,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102748","Request details of Transport Manager",19/08/2010 00:00:00,19/08/2010 00:00:00,0,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102727","Information regarding CON29 searches",19/08/2010 00:00:00,23/08/2010 00:00:00,2,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102731","Information regarding correspondence between LBR staff and any third parties related to RAMFEL's financial position",19/08/2010 00:00:00,17/09/2010 00:00:00,20,"Information Provided","Strategic Services (Customer Service & Performance)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102728","We would therefore be grateful if you could provide us with a list of Business Rates credits being held on accounts falling under your jurisdiction, under the Freedom of Information Act.  We believe it to be easier for a billing authority to provide the full information for all accounts in credit, and for King Sturge to filter the information ourselves.  However, should it be more appropriate, details of our client base can be provided upon your request.  The information required under the Freedom of Information Act is as follows: a) Ratepayer name, b) Account reference, c) Full address including postcode, d) Amount of credit, e) The year to which the credit relates.",19/08/2010 00:00:00,16/09/2010 00:00:00,19,"Refused","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102781","Please also provide me with all paperwork relating to property in Canterbury Avenue from the Planning Department, The Redbridge Legal Department   the Regional Planning Committee and also a full copy of the approved plans. This request is also under the freedom of information act 2000",19/08/2010 00:00:00,08/09/2010 00:00:00,13,"Partial information provided, rest not held","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102729","Please list meetings or visits that have taken place between ministers and councillors during the first 100 days of the current    government (ie between 11 May and 18 August 2010)",20/08/2010 00:00:00,09/02/2011 00:00:00,119,"Information not held","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102733","total water consumption expenditure for all of your public council buildings within the last financial year.",20/08/2010 00:00:00,06/09/2010 00:00:00,10,"Information Provided","Property & Building Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102732","Number of Applications for Hard Landscaped Areas used for Off Street Parking in London Borough of Redbridge and enforcement action taken.",20/08/2010 00:00:00,25/08/2010 00:00:00,3,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102734","Information regarding broadband",20/08/2010 00:00:00,20/09/2010 00:00:00,20,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102739","Information on cctv cameras and penalty charges - Clements Road/Chadwick Road (ii)	Chapel Road, opposite Sainsburys (iii)	Cranbrook Road/Beal Road",23/08/2010 00:00:00,06/09/2010 00:00:00,9,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102738","what training your council offers for First Time Line Managers within Children's Social Care?",23/08/2010 00:00:00,03/09/2010 00:00:00,8,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102736","The total amount paid to charities, advocacy groups and think-tanks aiming to improve the protection of the natural environment, reduce greenhouse gas emissions in order to limit climate change or otherwise address environmental issues in the financial year 2009-10.",23/08/2010 00:00:00,04/11/2010 00:00:00,52,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102750","I am seeking written confirmation that there has been an increase in complaints, from all sources, about aircraft noise and operations following the change to flight parths at London City Airport in Many 2009.",23/08/2010 00:00:00,15/09/2010 00:00:00,16,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102735","Under the freedom of information act I require everybody that has been caught with the same offense displayed in a valley ticket upside down in the last three years, how many offenders. look forward to your reply.  Also I wish to take my case to a tribunal unfortunately you will be liable for all my expenses which I require you to put in writing to confirm.  This will include my flight and accommodation.",23/08/2010 00:00:00,17/09/2010 00:00:00,18,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102737","Information regarding off road parking spaces costs",23/08/2010 00:00:00,22/09/2010 00:00:00,21,"Information Provided","Property & Building Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102740","Information regarding ICT services",24/08/2010 00:00:00,23/09/2010 00:00:00,21,"Closed - no response re clarification","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102745","The information I am interested in relates to non compliance with Section 74 of the New Roads and Street Works Act 1991, where companies are penalised if they overrun on their scheduled road works.",24/08/2010 00:00:00,17/09/2010 00:00:00,17,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102743","Please could you provide me a list of Adult Social Care services you plan to commission through tender up until march 2011, with an approximate value where possible.",24/08/2010 00:00:00,15/09/2010 00:00:00,15,"Closed - no response re clarification","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102742","I am looking for details of home many year nine students attended Seven Kings High School for the past 5 years, broken down by year and how many were with SEN and how many were non-SEN in each of the past 5 years.",24/08/2010 00:00:00,15/09/2010 00:00:00,15,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102747","Dog Control Orders",24/08/2010 00:00:00,13/09/2010 00:00:00,13,"Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102746","I would like details on planning applications,decision made and all information Planning related for two properties in Cleveland Road.",24/08/2010 00:00:00,11/09/2010 00:00:00,13,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102741","I am interested in the amounts paid by each school in Redbridge      Borough Council to third parties in relation to temporary staffing      cover. My hope is to receive an electronic breakdown of amounts      paid through the department's purchase ledger by school.            Notes:      1. I would like the information in electronic format. This should      avoid any printing cost issues.      2. In order to avoid your having to collate information from      peripheral systems, I am willing to accept information only from      your main system (I would like you to advise which system this is).      By main system I mean the system that handles the largest part of      the department's expenditure. If supplier payments are made through      separate systems, then I would like you to choose the main system      for each.      3. The information I require for each school is: School Name;      Supplier name and total amount paid.      4. I would like the information to cover the year 2009/10.",24/08/2010 00:00:00,27/08/2010 00:00:00,3,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102749","Series of questions regarding diabetes and social care",25/08/2010 00:00:00,29/09/2010 00:00:00,24,"Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102744","I would like to know details of anyone who has died with no known next of kin from the first of January 2010 to the present",25/08/2010 00:00:00,22/09/2010 00:00:00,19,"Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102755","Contractors who used to be council employees.",27/08/2010 00:00:00,14/09/2010 00:00:00,11,"Information not held","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102756","Employees Working from Home",27/08/2010 00:00:00,08/09/2010 00:00:00,7,"Information not held","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102752","Information on use of purchasing cards by Local Government",27/08/2010 00:00:00,03/09/2010 00:00:00,4,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102754","Information regarding contracts over �500 from august 2007 to august 2010",27/08/2010 00:00:00,03/09/2010 00:00:00,4,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102818","Could I please obtain a copy of the report generated by your inspection of my vehicle ...",27/08/2010 00:00:00,,0,"","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102751","Please could you advise who would be responsible for Security Testing within the council and also who looks after the schools IT Security within the LEA",27/08/2010 00:00:00,28/09/2010 00:00:00,21,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102757","I request information surrounding the disability facilities grant.",27/08/2010 00:00:00,28/09/2010 00:00:00,21,"Partial information provided, rest not held","Housing (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102753","I am interested in finding out the total number and type of homes that the council owns and rents to tenants, excluding private and housing association homes.",27/08/2010 00:00:00,27/09/2010 00:00:00,20,"Partial information provided, rest not held","Redbridge Homes (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102759","Days lost through staff sickness, discipline or suspension for the years 2007, 2008 and 2009",31/08/2010 00:00:00,24/09/2010 00:00:00,18,"Partial Information Provided","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102758","An up to date and working list of 'long term empty' and 'uninhabitable and/or empty' residential addresses that are NOT owned by individuals",31/08/2010 00:00:00,28/09/2010 00:00:00,20,"Information Provided","Housing (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102762","Staff working in Child Protection (Therapy)",31/08/2010 00:00:00,03/09/2010 00:00:00,3,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102760","Do Council works have an unfair advantage with planning",31/08/2010 00:00:00,13/09/2010 00:00:00,9,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102761","Information regarding Treasury Management since 01/01/09",31/08/2010 00:00:00,23/09/2010 00:00:00,17,"Information Provided","Audit (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102817","I just want an information about the test purchases in the last 2 years. Could you please let me know if I ever been tested and passed/failed the test purchase.",01/09/2010 00:00:00,03/09/2010 00:00:00,2,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102763","Details of trees within the Hainult, Barkingside and Fairlop wards that are subject to a Tree Preservation Order.",01/09/2010 00:00:00,01/09/2010 00:00:00,0,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102766","Would like to receive copies of documents from Building Regs File BR05/2640",01/09/2010 00:00:00,01/10/2010 00:00:00,22,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102764","Financial information re Connexions Finance 2009/10",01/09/2010 00:00:00,07/09/2010 00:00:00,4,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102765","How many people are employed in Complaints handling and is there a cost for software",01/09/2010 00:00:00,28/09/2010 00:00:00,19,"Partial information provided, rest not held","Payments & Benefits (Housing & Community Services)"
